带领02年中国足球队打入世界杯的外籍教练是	带领02年中国足球队打入坚强的外籍教练是	0	年中国足球|入世界|的外	年中国足球|的外
红楼梦中“阆苑仙葩”指是谁	姚笛扮演红楼梦中的谁?	0	红楼梦|苑仙葩	姚笛|红楼梦
印江至秀山高速途经路线	森林木xyz我是贵州省印江县新寨乡小云村人.我们村地处瑞杭高...	0	印江|秀山|途经	我是贵|寨乡小
b##41-80##i##56##200能改win7吗?我改完后无线网卡无法识别	我前两天用xp系统玩cf##f##ps值在150-200,装了wi...	1	00	p系
云支付一定要用银行卡?	银行卡怎样绑定h##ce云支付	1	银行卡	银行卡
英雄联盟怎么修改分辨率	lol怎么修改分辨率	1	英雄联盟	
《三国志》是谁写的?	《别样红》是谁写的?	0	三国志	别样红
兰州都有哪些大学?	复旦大学录取分数线	0	兰州|大学	复旦大学
还珠格格第三部秦岚生孩孑是哪集	域名备案查询的网址是	0	秦岚生孩	域名备案|网址
谁知道李玟做好迪洗发水广告唱的“滴答滴,滴答滴,滴答滴答滴答滴…”这歌叫什么名字?谢谢了哦[UNK]!	李玫代言的好迪洗发水那首歌歌名是什么	1	洗发水|滴答|滴答|滴答滴答滴答|这歌	李玫|洗发水那首歌
怎么自制鱼缸上过滤	鱼缸过滤器怎样使用	0	鱼缸	鱼缸过滤器
你好!请问我才购买的三星gt-i##91##18手机,开机充电时屏幕一直亮起而且手机发热?是有问题吗?	三星gt-i##91##18	1	你好|#9|幕一	三星
博雅中国象棋残局的擂鼓助威怎么解?速度速度快快快!	博雅象棋残局擂鼓三通破解方法,急急急	1	残局|助威|速度速度	博雅|残局|三通
广安中学招办电话多少	广安市招办电话	1	广安中学|电话	广安市
我的世界电脑版怎么t##p就是传送到别人那的那种	我的世界怎么让别人按一个按钮传送到另一个地方	1	世界电脑	世界|按钮
道士证可享受哪些优惠	请问道士证如何办理	1	道士	道士
碳酸钠属于什么盐	国土资源部属于什么盐	0	碳酸钠	国土资源部
巩义在哪里?	韶关市在哪里?	0	巩义	韶关市
走油豆豉扣肉是哪个地方的特色菜?	大车用什么油?	0	走油豆豉扣肉	大车
1931年11月,中华苏维埃第一次全国代表大会召开的地点是	1931年11月,中华苏维埃第一次西西召开的地点是	0	11月,中|埃第一次全国	11月,中|西召
温州是哪个省的?	核心是哪个省的?	0	温州	核心
<小王子>内容简介和作者简介	《小王子》作者及其简介	1	小王子|内容简介	小王子|作者
煤得干馏是什么变化?	煤得干馏是什么国号?	0	变化	国号
中共一大召开的地点是	中共第一次全国代表大会召开的地点是	1	中共一大召|地点	中共|全国代表大会|地点
坐落在王府井的北京市百货大楼门前有一座铜像,他就是全国劳动模范张秉贵,他以什么绝技折服了全国亿万劳动者。	姜维他爹叫什么?	0	铜像|全国|张秉贵|全国	姜维
u盘插上电脑没反应?	u盘盘符不显示	0	电脑	盘符
农民专业合作社联合社组建要求有哪些?	农民专业合作社成立联合社的条件	1	农民|合作社联合社	农民|合作社|联合社
香奈儿5号香水	香奈儿5号香水50ml的多少钱	1	香奈儿	香奈儿|香水
关于雅思词汇课	雅思词汇书哪些好呢	1	雅思词汇	雅思词汇
住房公积金贷款之后,之前里面缴存的钱可以提出来吗?可以的话,购房多久之后那?	住房公积金贷款应该怎么提前还款	1	公积金贷款|购房	住房公积金贷款
红薯地害虫用啥药防冶	办个红薯淀粉加工厂	0	红薯|害虫	红薯淀粉
职业棒球运动员最早出现在哪个国家?	足球最早出现在哪个国家	0	职业棒球运动员|国家	足球
我们在白天看到的太阳是太阳的	我们在白天看到的冀文林是冀文林的	0	白天|太阳|太阳	白天|文林|文林
神犬小七张云龙真的是阿旺的主人吗	潮汕小品-阿旺拜年里面的啊凤叫什么	0	神犬|张云龙|阿旺	潮汕小品|阿旺
我国第一个爱国诗人是谁?	我国最早的女诗人是?	0	爱国诗人	女诗人
社会保障卡号是9位数系统只能输入8怎么查询社保	社保退休金计算方法	0	社会保障卡号|位数	社保退休金
去丽江游玩的最佳路线?	云南丽江旅游路线	0	丽江游玩|路线	云南丽江旅游
贾斯丁.比伯的成名曲是什么?	戚戚.比伯的成名曲是什么?	0	贾斯丁|比伯|成名曲	戚戚|比伯|成名曲
亚夫遗风叫什么	谁是亚夫遗风	1	亚夫遗风	亚夫
联合国秘书长安南是哪国的啊???	联合国秘书长廉正是哪国的啊???	0	联合国秘书长安南	联合国秘书长廉正
仙剑中景天是谁	仙剑问情是谁唱的?	0	仙剑|景天	仙剑问情
听别人说山楂,分泌唾属于生物的哪种基本特征	海参属于海底里面的哪种生物?	0	山楂|生物	海底|生物
肃宁县在哪个省	竹山在湖北哪个省	0	肃宁县	竹山|湖北
哈尔滨市有哪些好玩的地方	夏天哈尔滨有什么好玩的地方	1	哈尔滨市	夏天哈尔滨
如何选择路由器	如何选购无线路由器	1		无线
性欲太强怎么办?	增强性欲应该摸女人哪些部位刺激敏感带的技巧有哪些啊	0	性欲	性欲|部位|技巧
打球的羽毛球地胶有什么规格?	运动地胶的尺寸	1	羽毛球地胶|规格	运动地胶
临时工又称什么?	细胞外液又称什么	0	临时工又称	细胞外液又称
格力空调全面拆洗详细	格力空调的清洗图示(如何打开面板)	1	格力空调	格力空调|图示|面板
荷兰国家的特点简介一百字	荷兰的大学硕士预科	0	荷兰国家	荷兰|学硕士
紧急询问西门子的冰箱怎么样啊	西门子对开门冰箱质量怎么样	1	西门子|冰箱	西门子|冰箱质量
oppo##r##7##s全网通支持电信卡吗	全网通oppo##r##7##s主卡副卡能否都可用电信卡	1	#r|7##	网通|##
包头市第一次评为全国文明城市是哪年	长征结束是哪年	0	包头市|文明城市	长征
这个月想和女友去爬华山。我们两个都是第一次去华山,准备白天爬山。要准备什么,听说山顶山底温差很大,	去华山要准备什么啊(下午去,晚上爬)谢谢哈～	0	华山|华山|山底温差	华山|晚上|谢谢
htc手机验证	htc手机怎么查询真伪	1	tc	tc
海水中含量最高的盐是什么	强击机中含量最高的盐是什么	0	海水|含量	强击机|含量
习惯上哪一条河流是中国北方与南方的天然分界线?	习惯上哪一条不结盟运动是中国北方与南方的天然分界线?	0	河流|天然分界线	不结盟运动|天然分界线
巴西的官方语言为	巴西的官方语言是什么?	1	巴西|官方语言	巴西|官方语言
陈小春版鹿鼎记里双儿的扮演者是谁啊?	在陈小春版《鹿鼎记》中饰演双儿的演员是谁	1	陈小春|鹿鼎记|双儿	陈小春|鹿鼎记|双儿
为什么安装360免费wifi电脑就自动关机重启	为什么下载360免费wifi电脑总是自动关机	1	60|fi电脑	60
填写安徽会计从业资格证考试合格申请表,非全日制和全日制最高学历怎么填?	会计从业资格证考试合格申请表,非全日制	1	考试合格|非全日制|学历	考试合格申请表
刚果布和刚果金是什么区别?	刚果河水文特征	0	刚果|刚果金是|区别	刚果河水文特
蓝筹股有哪些股票	什么是蓝筹股都有哪些	1	蓝筹股	蓝筹股
盗窃最轻处罚管制还是拘役呢	盗窃罪判拘役是怎么判	1	管制	盗窃罪
模拟人生4怎么玩不了啊	模拟人生4玩不了怎么办	1	人生	人生
见于记载的匈奴第一个单于,驻头曼城,其地为当今内蒙古的	曼城的队长是谁?	0	匈奴|驻头曼	曼城|队长
用友t3月末转账和月末结转怎么弄呢?	我用的是用友t3,我可以先月末转账在记...	1	用友|3月|和月|转怎么	我用|用友|先月
肝风上扰和肝阳上亢之区别.	散肝风什么意思	0	肝风|阳上亢|区别	肝风
表示某人干事麻利时用什么带数字的俗语	我想买谚语俗语等词典,以下是我搜到的几本书,帮我看看哪本...	0	麻利时用	谚语|词典|几本书
河南财专大几才可以专升本	专诸刺杀的是谁?	0	河南财专大	专诸
沟通太平洋和大西洋的重要运河是?	北冰洋与太平洋沟通的通道是	0	太平洋|大西洋|运河	北冰洋|太平洋
上海生育津贴多久到账	上海市领取生育补贴后还有产假工资吗	1	上海生育津贴	生育补贴|产假
迅游加速器密码忘记了怎么办?	迅游加速器怎么找回密码	1	迅游加速器密码	迅游加速器
个人养老保险滞纳金计算方法	养老金补缴滞纳金怎么计算	1	养老保险滞纳金	养老金|滞纳金
有“黑金”美誉的燃料是什么?	白鳍豚有什么美誉?	0	黑金|美誉|燃料	白鳍豚|美誉
北京四合院的大门一般开在哪个角上	北京四合院的旅行一般开在哪个角上	0	四合院|大门	四合院|旅行
揭开法国大革命序幕的历史事件是什么	法国大革命开始的标志	1	法国大革命序幕|事件	法国大革命
财政部规定专家劳务费发放标准800元/天吗	中国博士后科学基金的资助规定	1	财政部|劳务费	博士后科学基金|资助
皂色是个什么颜色?	颜色种类介绍加图片	0	皂色	颜色种类|加图
询问光固化树脂补牙中会用到哪些药物?	光固化树脂补牙能维持多久	1	光固化树脂|药物	光固化树脂
社区换届选举候选人考察材料怎么写	社区居委会换届选举候选人介绍怎么写	1	换届选举候选人|材料	居委会换届选举候选人
日语“什么都别说了”怎么说啊?	日语基本发音50音和图	0	日语	日语|发音
你知道世界语的创始人是谁吗?	你知道世界语的创始人叫什么吗?	1	世界语|创始人	世界语|创始人
当月的增值税是不是在第二个月的十号之前要交?逾期未交是不是要收滞纳金?交增值税的缴纳时间?	几个月前申报的增值税发现没交怎么办怎样补交.滞纳金怎么...	1	增值税|逾期|滞纳金|增值税	申报|增值税|滞纳金
占地大棚的赔偿	大棚种植什么赚钱	0	大棚	大棚
单位一年有几次入党机会都是什么时间	入党亲属政审证明	0	单位|入党机会	入党亲属政审
我国古代最大的风俗画是哪个	我国古代最大的风俗画是什么	1	古代|风俗画	古代|风俗画
我国的什么列车是世界上第一列正式投入商业运营的高速磁悬浮列车?	世界上第一列正式投入商业运营的高速磁悬浮列车是我国的什么列车?	1	商业运营|磁悬浮列车	商业运营|磁悬浮列车
读散文《世界很小又很大》有感800字	世界很小又很大的读后感	1	散文|世界	世界
蜜蜂声药翻译	蜜蜂屎是蜂蜜吗	0	蜜蜂声药	蜜蜂|蜂蜜
天津那里有奥康皮鞋专卖店	奥康皮鞋质量怎么样	0	奥康皮鞋	奥康皮鞋质量
怎样才能顺利地打开	怎样才能顺利地把男友约出来	1	怎样才能	怎样才能|男友
求短篇的言情古风小说	古风bl小说	0	言情古风	古风
有利网红包怎么用?	“电视红包”为商家带来哪些有利之处_百度派	1	红包	红包|商家|百度
红楼梦晴雯	新版红楼梦,晴雯=杨幂的戏主要在哪几集	0	红楼梦	红楼梦|晴雯|杨幂
联通的机卡不能分离是手机不能用别的卡还是卡不能在别的手机上用?否则会锁?	联通手机卡签了协议不想用了怎么办	0	联通|机卡|手机|手机	联通手机卡|协议
求exo新歌mon##ster百度云	求exo唱的歌曲《mon##ster》百度云资源分享,急急急	1	mo	on
司马迁死后很多年,他的史记是由谁替他公诸于世的?	司马迁死后很多年,他的大小姐是由谁替他公诸于世的?	0	司马迁|史记|公诸于世	司马迁|小姐|公诸于世
玫瑰王国指的是:	玫瑰王国是指哪个国家?	1	玫瑰王国	玫瑰王国是
狼队在哪个城市	狼队在哪个人造卫星	0	狼队	狼队
李商隐的“夜雨寄北”是写给谁的?	李商隐的“181寄北”是写给谁的?	0	李商隐|夜雨	李商隐
因停电被困电梯可以索要赔偿吗?	被困电梯怎么办_百度派	1	电梯	电梯|百度
欧意油烟机好吗	欧意抽油烟机怎么样	1	欧意油烟机	欧意抽油烟机
苏格兰北部的一条运河叫什么名字啊	通过船只量最多的运河是那一条运河?	0	苏格|运河|名字	船只|运河|运河
为什么我看邮箱附件不能预览	qq的邮箱图标如何点亮呢	0	邮箱附件	的邮箱图
上海新场附近能装移动宽带吗	如何让宽带自动连接	0	上海|能装|宽带	宽带自动
将温度计从酒精里取出,示数会怎样	在实验里,将一直温度计从酒精中取出,温度计的示数变化会...	1	温度计|酒精|示数	温度计|酒精|温度计|示数
加油站的燃油宝对发动机有伤害吗?	请问,加油站推荐的燃油宝到底是该加上吗有的说是加了毁...	1	加油站|燃油|发动机	加油站|燃油
cad在位编辑块怎么用	什么叫cad	1	在位	
我国瓷器的发明大约有多少年的历史了?	中国皮影戏已有多少年的历史	0	瓷器|历史	中国皮影戏
我的可移动磁盘g找不到了~~~怎么办啊	插上u盘后在我的电脑中找不到可移动磁盘怎么办	1	移动磁盘	电脑|移动磁盘
南丽湖在海南的哪个县?	山东省的微山湖在哪个县	0	南丽湖|海南	山东省|微山湖
陈翔演美人制造演的什么?	陈翔演东都演的什么?	0	陈翔|美人制造	陈翔演东
事业单位体检有慢性盆腔炎影响入职吗?企业入职体检有慢性盆腔炎吗?	事业单位入职体检,妇科病影响录用吗	1	事业单位|慢性盆腔炎|慢性盆腔炎	事业单位|妇科病影响
在core##ld##ra##w中如何用钢笔抠图,具体步骤。	ps抠图的具体步骤	0	##ra|#w中如	s抠
如何把老硬盘系统移植到新电脑上	如何硬盘重装系统win7	0	硬盘系统|电脑	硬盘重装系统
张臬是哪个朝代的	张心杰是哪个民族的	0	朝代	张心杰|民族
求解!六界仙尊人物名称后面的黄色图标是什麽?要怎么点亮?	我的电脑桌面上出现了一个new的黄色图标	0	黄色图标是什	电脑桌面|w的
2007东风日产骐达二手车售价?	请问二手车06年的尼桑骐达要买多少钱	1	007东|产骐达	二手车|的尼
买的新硬盘无法识别,怎么回事	硬盘无法启动系统	0	硬盘	硬盘|启动
求问w##ac##om的ct##l/ct##h##480这几款板子是光滑面还是类纸面?	用过w##ac##om##ba##mb##oo##pe##nc##tl-660和友基...	1	#l|#4	ba
u##g##8.0回转操作时找不到指定矢量怎么修复	找矢量logo	0	不到	矢量
cf元帅张一级得多少荣誉点啊?	十大元帅的故事	0	f元|少荣	十大元帅
《心墙》的原唱	月亮代表我的心,原唱是谁啊?	0	心墙	月亮代表|原唱
第二次世界大战中,攻克柏林的是?	柏林在哪个国家	0	第二次世界大战|克柏林	柏林
三星手机i##91##58玩什么都卡	三星i##91##58##p手机屏换了手机容易卡机有什么系统可以解决	1	三星手机	三星|1#|##
显卡风扇不转...(机箱正常放不转.横着放又转了)	救命..电脑机箱竖着放cpu风扇有时不转	1	风扇|机箱	救命|机箱
我家电脑能升win7吗?可以的话最好有升级方法	周易算命生辰八字	0	电脑|最好	周易
古代一时辰相当于:	瑞丽一时辰相当于:	0	古代|时辰	瑞丽|时辰
葱和蜂蜜一起吃会怎样	蜂蜜柠檬茶的制作方法	0	蜂蜜	蜂蜜柠檬茶
墨鱼在水中游泳的方向是:	宝鸡在西安的什么方向?	0	墨鱼|水中游泳	宝鸡|西安|方向
夏有乔木雅望天堂电影百度云资源分享一下啦	求夏有乔木雅望天堂电影百度云资源分享,谢谢	1	雅望|电影百度	雅望|百度
v##oc##al##oid##3编辑器度盘下载地址	求v##oc##al##oid##3软件下载地址	1	##a	##
中星9号的本振频率是多少?	中星9号的新闻稿频率是多少?	0	中星|本振	中星|新闻稿
